engine,variant,scenario,scale_rows,run_idx,time_ms,output_rows,output_bytes,physical_size,compression_ratio
splayed,1t,R3,5000000,1,4.27,500,16000,1350533929,0.6890
splayed,1t,R3,5000000,2,4.29,500,16000,1350533929,0.6890
splayed,1t,R4,5000000,0,5.73,50000,1600000,1350533929,0.6890
splayed,1t,R4,5000000,1,5.71,50000,1600000,1350533929,0.6890
splayed,1t,R4,5000000,2,5.81,50000,1600000,1350533929,0.6890
splayed,1t,R5,5000000,0,7.03,50000,1600000,1350533929,0.6890
splayed,1t,R5,5000000,1,7.01,50000,1600000,1350533929,0.6890
splayed,1t,R5,5000000,2,7.02,50000,1600000,1350533929,0.6890
splayed,1t,R6,5000000,0,4.08,1,8,1350533929,0.6890
splayed,1t,R6,5000000,1,4.10,1,8,1350533929,0.6890
splayed,1t,R6,5000000,2,4.07,1,8,1350533929,0.6890
splayed,4t,W1,5000000,0,23027.55,5000000,1960000000,1350533929,0.6890
splayed,4t,R1,5000000,0,36.46,5000000,1960000000,1350533929,0.6890
splayed,4t,R1,5000000,1,37.33,5000000,1960000000,1350533929,0.6890
splayed,4t,R1,5000000,2,37.46,5000000,1960000000,1350533929,0.6890
splayed,4t,R2,5000000,0,8.70,5000000,40000000,1350533929,0.6890
splayed,4t,R2,5000000,1,8.67,5000000,40000000,1350533929,0.6890
splayed,4t,R2,5000000,2,8.67,5000000,40000000,1350533929,0.6890
splayed,4t,R3,5000000,0,4.25,500,16000,1350533929,0.6890
splayed,4t,R3,5000000,1,4.35,500,16000,1350533929,0.6890
splayed,4t,R3,5000000,2,4.29,500,16000,1350533929,0.6890
splayed,4t,R4,5000000,0,5.68,50000,1600000,1350533929,0.6890
splayed,4t,R4,5000000,1,5.69,50000,1600000,1350533929,0.6890
splayed,4t,R4,5000000,2,5.67,50000,1600000,1350533929,0.6890
splayed,4t,R5,5000000,0,7.17,50000,1600000,1350533929,0.6890
splayed,4t,R5,5000000,1,7.11,50000,1600000,1350533929,0.6890
splayed,4t,R5,5000000,2,7.45,50000,1600000,1350533929,0.6890
splayed,4t,R6,5000000,0,4.10,1,8,1350533929,0.6890
splayed,4t,R6,5000000,1,4.05,1,8,1350533929,0.6890
splayed,4t,R6,5000000,2,4.05,1,8,1350533929,0.6890
parquet,1t,W1,5000000,0,28838.82,5000000,1960000000,1411275848,0.7200
parquet,1t,R1,5000000,0,5586.55,5000000,1960000000,1411275848,0.7200
parquet,1t,R1,5000000,1,5468.49,5000000,1960000000,1411275848,0.7200
parquet,1t,R1,5000000,2,5568.03,5000000,1960000000,1411275848,0.7200
parquet,1t,R2,5000000,0,70.12,5000000,40000000,1411275848,0.7200
parquet,1t,R2,5000000,1,69.15,5000000,40000000,1411275848,0.7200
parquet,1t,R2,5000000,2,69.19,5000000,40000000,1411275848,0.7200
parquet,1t,R3,5000000,0,219.72,500,16000,1411275848,0.7200
parquet,1t,R3,5000000,1,217.40,500,16000,1411275848,0.7200
parquet,1t,R3,5000000,2,225.15,500,16000,1411275848,0.7200
parquet,1t,R4,5000000,0,499.19,50000,1600000,1411275848,0.7200
parquet,1t,R4,5000000,1,484.76,50000,1600000,1411275848,0.7200
parquet,1t,R4,5000000,2,486.40,50000,1600000,1411275848,0.7200
parquet,1t,R5,5000000,0,60.77,50000,1600000,1411275848,0.7200
parquet,1t,R5,5000000,1,61.05,50000,1600000,1411275848,0.7200
parquet,1t,R5,5000000,2,61.04,50000,1600000,1411275848,0.7200
parquet,1t,R6,5000000,0,194.58,1,8,1411275848,0.7200
parquet,1t,R6,5000000,1,194.46,1,8,1411275848,0.7200
parquet,1t,R6,5000000,2,196.29,1,8,1411275848,0.7200
